country,points,price,log_price
Italy,90,45,3.8066624897703196
Italy,90,70,4.248495242049359
US,90,30,3.4011973816621555
US,90,75,4.31748811353631
Italy,90,53,3.970291913552122
US,90,29,3.367295829986474
US,91,90,4.499809670330265
US,91,35,3.5553480614894135
Austria,91,35,3.5553480614894135
US,91,50,3.912023005428146
Italy,91,35,3.5553480614894135
US,91,65,4.174387269895637
Italy,91,43,3.7612001156935624
US,91,20,2.995732273553991
Argentina,91,30,3.4011973816621555
France,91,65,4.174387269895637
France,91,17,2.833213344056216
France,91,20,2.995732273553991
France,91,20,2.995732273553991
France,91,20,2.995732273553991
France,91,25,3.2188758248682006
US,91,38,3.6375861597263857
US,91,23,3.1354942159291497
US,91,48,3.871201010907891
US,91,32,3.4657359027997265
Argentina,91,28,3.332204510175204
France,91,25,3.2188758248682006
Portugal,85,8,2.0794415416798357
France,85,15,2.70805020110221
Portugal,85,22,3.091042453358316
Argentina,85,14,2.6390573296152584
Argentina,85,25,3.2188758248682006
Portugal,85,8,2.0794415416798357
US,85,14,2.6390573296152584
Italy,85,80,4.382026634673881
Portugal,85,9,2.1972245773362196
US,85,13,2.5649493574615367
Argentina,85,17,2.833213344056216
Portugal,85,10,2.302585092994046
US,85,16,2.772588722239781
France,85,10,2.302585092994046
France,85,22,3.091042453358316
France,85,40,3.6888794541139363
Argentina,85,15,2.70805020110221
Argentina,85,17,2.833213344056216
US,85,32,3.4657359027997265
Portugal,85,12,2.4849066497880004
Argentina,85,17,2.833213344056216
Italy,85,102,4.624972813284271
France,85,10,2.302585092994046
France,85,20,2.995732273553991
US,85,33,3.4965075614664802
Italy,85,48,3.871201010907891
Portugal,85,12,2.4849066497880004
Australia,85,9,2.1972245773362196
US,87,24,3.1780538303479458
US,87,75,4.31748811353631
France,87,12,2.4849066497880004
US,87,45,3.8066624897703196
Chile,87,13,2.5649493574615367
US,87,22,3.091042453358316
Spain,87,10,2.302585092994046
US,87,18,2.8903717578961645
US,87,35,3.5553480614894135
US,87,36,3.58351893845611
US,87,34,3.5263605246161616
US,87,70,4.248495242049359
US,87,28,3.332204510175204
Chile,87,19,2.9444389791664403
Spain,87,14,2.6390573296152584
Spain,87,10,2.302585092994046
US,87,45,3.8066624897703196
US,87,32,3.4657359027997265
Australia,87,18,2.8903717578961645
Spain,87,9,2.1972245773362196
Australia,87,11,2.3978952727983707
Italy,87,30,3.4011973816621555
France,92,62,4.127134385045092
US,92,40,3.6888794541139363
France,92,66,4.189654742026425
Portugal,92,32,3.4657359027997265
US,92,70,4.248495242049359
US,92,48,3.871201010907891
France,92,72,4.276666119016055
Italy,92,18,2.8903717578961645
US,92,105,4.653960350157523
France,92,101,4.61512051684126
Italy,92,50,3.912023005428146
Italy,92,85,4.442651256490317
US,92,35,3.5553480614894135
US,92,38,3.6375861597263857
Portugal,90,32,3.4657359027997265
Argentina,90,25,3.2188758248682006
Portugal,90,12,2.4849066497880004
US,90,125,4.8283137373023015
Argentina,90,46,3.828641396489095
Germany,90,29,3.367295829986474
US,90,17,2.833213344056216
US,90,85,4.442651256490317
France,90,30,3.4011973816621555
US,90,34,3.5263605246161616
US,90,22,3.091042453358316
France,90,35,3.5553480614894135
France,90,45,3.8066624897703196
France,90,20,2.995732273553991
France,90,17,2.833213344056216
France,90,45,3.8066624897703196
US,90,20,2.995732273553991
US,90,50,3.912023005428146
France,90,22,3.091042453358316
US,90,39,3.6635616461296463
US,90,35,3.5553480614894135
US,90,15,2.70805020110221
US,90,27,3.295836866004329
Australia,90,66,4.189654742026425
Italy,90,32,3.4657359027997265
Spain,90,20,2.995732273553991
US,90,125,4.8283137373023015
Germany,90,16,2.772588722239781
US,90,42,3.7376696182833684
Australia,90,22,3.091042453358316
US,86,18,2.8903717578961645
US,86,22,3.091042453358316
Chile,86,12,2.4849066497880004
France,86,15,2.70805020110221
France,86,9,2.1972245773362196
Spain,86,12,2.4849066497880004
Spain,86,15,2.70805020110221
Italy,86,20,2.995732273553991
US,86,28,3.332204510175204
US,86,10,2.302585092994046
Italy,86,70,4.248495242049359
Italy,86,28,3.332204510175204
Chile,86,11,2.3978952727983707
France,86,30,3.4011973816621555
US,86,26,3.258096538021482
France,86,15,2.70805020110221
France,86,23,3.1354942159291497
Italy,86,30,3.4011973816621555
Chile,86,10,2.302585092994046
France,86,12,2.4849066497880004
Spain,86,13,2.5649493574615367
Spain,86,15,2.70805020110221
US,86,36,3.58351893845611
US,86,20,2.995732273553991
US,86,10,2.302585092994046
France,86,16,2.772588722239781
US,86,25,3.2188758248682006
Italy,90,24,3.1780538303479458
France,90,24,3.1780538303479458
France,90,33,3.4965075614664802
France,90,70,4.248495242049359
France,90,117,4.762173934797756
France,90,16,2.772588722239781
Germany,90,30,3.4011973816621555
US,90,20,2.995732273553991
US,90,35,3.5553480614894135
Italy,90,25,3.2188758248682006
US,90,28,3.332204510175204
US,90,15,2.70805020110221
US,90,150,5.0106352940962555
US,90,45,3.8066624897703196
Italy,90,30,3.4011973816621555
Italy,90,19,2.9444389791664403
US,90,45,3.8066624897703196
Germany,90,40,3.6888794541139363
Australia,90,25,3.2188758248682006
US,90,40,3.6888794541139363
Chile,90,15,2.70805020110221
US,90,42,3.7376696182833684
US,90,29,3.367295829986474
US,90,42,3.7376696182833684
US,90,18,2.8903717578961645
Portugal,90,40,3.6888794541139363
Spain,90,50,3.912023005428146
France,90,35,3.5553480614894135
France,90,45,3.8066624897703196
US,90,20,2.995732273553991
Spain,90,44,3.784189633918261
US,90,22,3.091042453358316
US,90,28,3.332204510175204
US,90,27,3.295836866004329
France,90,25,3.2188758248682006
Portugal,90,60,4.0943445622221
US,90,72,4.276666119016055
US,90,44,3.784189633918261
US,90,28,3.332204510175204
US,90,29,3.367295829986474
US,90,58,4.060443010546419
Australia,90,15,2.70805020110221
Italy,90,29,3.367295829986474
Italy,90,45,3.8066624897703196
US,90,70,4.248495242049359
US,90,39,3.6635616461296463
Italy,90,28,3.332204510175204
Spain,90,48,3.871201010907891
Portugal,90,50,3.912023005428146
US,87,22,3.091042453358316
Germany,87,10,2.302585092994046
Italy,87,50,3.912023005428146
US,87,30,3.4011973816621555
US,87,18,2.8903717578961645
Portugal,87,30,3.4011973816621555
Italy,87,39,3.6635616461296463
Italy,87,35,3.5553480614894135
Argentina,87,30,3.4011973816621555
France,87,23,3.1354942159291497
US,87,18,2.8903717578961645
Argentina,87,20,2.995732273553991
US,87,25,3.2188758248682006
US,87,20,2.995732273553991
Italy,87,50,3.912023005428146
Italy,87,50,3.912023005428146
Argentina,87,15,2.70805020110221
Portugal,87,9,2.1972245773362196
Argentina,87,12,2.4849066497880004
Portugal,87,14,2.6390573296152584
Australia,87,18,2.8903717578961645
US,87,20,2.995732273553991
Argentina,87,175,5.1647859739235145
Portugal,87,12,2.4849066497880004
Italy,87,60,4.0943445622221
US,87,20,2.995732273553991
Argentina,87,15,2.70805020110221
Italy,87,35,3.5553480614894135
France,87,14,2.6390573296152584
France,87,16,2.772588722239781
France,87,15,2.70805020110221
France,87,14,2.6390573296152584
US,87,40,3.6888794541139363
US,87,29,3.367295829986474
Spain,87,15,2.70805020110221
US,87,55,4.007333185232471
France,87,38,3.6375861597263857
Spain,87,15,2.70805020110221
US,87,34,3.5263605246161616
Spain,87,18,2.8903717578961645
US,87,27,3.295836866004329
US,87,17,2.833213344056216
US,87,65,4.174387269895637
Portugal,87,13,2.5649493574615367
Portugal,87,15,2.70805020110221
Italy,87,23,3.1354942159291497
US,87,40,3.6888794541139363
US,87,32,3.4657359027997265
Spain,87,16,2.772588722239781
US,87,38,3.6375861597263857
US,87,15,2.70805020110221
Italy,87,50,3.912023005428146
Italy,87,30,3.4011973816621555
US,87,24,3.1780538303479458
Spain,87,18,2.8903717578961645
France,87,40,3.6888794541139363
France,87,18,2.8903717578961645
France,87,20,2.995732273553991
France,85,40,3.6888794541139363
France,85,11,2.3978952727983707
Italy,85,17,2.833213344056216
Italy,85,48,3.871201010907891
Chile,85,10,2.302585092994046
Chile,85,9,2.1972245773362196
US,85,19,2.9444389791664403
France,85,15,2.70805020110221
US,85,23,3.1354942159291497
US,85,35,3.5553480614894135
US,85,30,3.4011973816621555
Italy,85,12,2.4849066497880004
US,85,17,2.833213344056216
US,85,16,2.772588722239781
US,85,15,2.70805020110221
France,85,10,2.302585092994046
Italy,85,41,3.713572066704308
France,85,10,2.302585092994046
Italy,85,16,2.772588722239781
US,85,25,3.2188758248682006
Argentina,88,20,2.995732273553991
Australia,88,25,3.2188758248682006
US,88,20,2.995732273553991
Spain,88,53,3.970291913552122
US,88,12,2.4849066497880004
France,88,14,2.6390573296152584
France,88,12,2.4849066497880004
France,88,22,3.091042453358316
Italy,88,26,3.258096538021482
Italy,88,14,2.6390573296152584
Australia,88,18,2.8903717578961645
US,88,18,2.8903717578961645
US,88,17,2.833213344056216
US,88,24,3.1780538303479458
Italy,88,41,3.713572066704308
US,88,60,4.0943445622221
France,88,26,3.258096538021482
